standort,zielcluster,referenzpaar,referenzcluster,gewichtungsverfahren,referenzgewicht_0_bis_1
Paderborn,PA-06,PA-05--PA-12,PA-05,Vollstaendig,0.5619467116078684
Paderborn,PA-06,PA-05--PA-12,PA-12,Vollstaendig,0.4380532883921316
Paderborn,PA-06,PA-07--PA-08,PA-07,Gleichgewichtung,0.5
Paderborn,PA-06,PA-07--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-06,PA-07--PA-08,PA-07,1/d^2,0.7231969856894204
Paderborn,PA-06,PA-07--PA-08,PA-08,1/d^2,0.2768030143105796
Paderborn,PA-06,PA-07--PA-08,PA-07,Wald + Wind,0.4730149096751366
Paderborn,PA-06,PA-07--PA-08,PA-08,Wald + Wind,0.5269850903248633
Paderborn,PA-06,PA-07--PA-08,PA-07,Vollstaendig,0.5130924042789622
Paderborn,PA-06,PA-07--PA-08,PA-08,Vollstaendig,0.4869075957210377
Paderborn,PA-06,PA-07--PA-09,PA-07,Gleichgewichtung,0.5
Paderborn,PA-06,PA-07--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-06,PA-07--PA-09,PA-07,1/d^2,0.8545865399763644
Paderborn,PA-06,PA-07--PA-09,PA-09,1/d^2,0.1454134600236356
Paderborn,PA-06,PA-07--PA-09,PA-07,Wald + Wind,0.4764325943322328
Paderborn,PA-06,PA-07--PA-09,PA-09,Wald + Wind,0.5235674056677673
Paderborn,PA-06,PA-07--PA-09,PA-07,Vollstaendig,0.5215503920047754
Paderborn,PA-06,PA-07--PA-09,PA-09,Vollstaendig,0.4784496079952245
Paderborn,PA-06,PA-07--PA-10,PA-07,Gleichgewichtung,0.5
Paderborn,PA-06,PA-07--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-06,PA-07--PA-10,PA-07,1/d^2,0.6738921015226357
Paderborn,PA-06,PA-07--PA-10,PA-10,1/d^2,0.3261078984773642
Paderborn,PA-06,PA-07--PA-10,PA-07,Wald + Wind,0.5156996818966799
Paderborn,PA-06,PA-07--PA-10,PA-10,Wald + Wind,0.4843003181033199
Paderborn,PA-06,PA-07--PA-10,PA-07,Vollstaendig,0.5051959024203178
Paderborn,PA-06,PA-07--PA-10,PA-10,Vollstaendig,0.4948040975796822
Paderborn,PA-06,PA-07--PA-11,PA-07,Gleichgewichtung,0.5
Paderborn,PA-06,PA-07--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-06,PA-07--PA-11,PA-07,1/d^2,0.8729707984702293
Paderborn,PA-06,PA-07--PA-11,PA-11,1/d^2,0.1270292015297706
Paderborn,PA-06,PA-07--PA-11,PA-07,Wald + Wind,0.5738473373460741
Paderborn,PA-06,PA-07--PA-11,PA-11,Wald + Wind,0.4261526626539259
Paderborn,PA-06,PA-07--PA-11,PA-07,Vollstaendig,0.553706671088923
Paderborn,PA-06,PA-07--PA-11,PA-11,Vollstaendig,0.4462933289110768
Paderborn,PA-06,PA-07--PA-12,PA-07,Gleichgewichtung,0.5
Paderborn,PA-06,PA-07--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-06,PA-07--PA-12,PA-07,1/d^2,0.889340385735
Paderborn,PA-06,PA-07--PA-12,PA-12,1/d^2,0.1106596142649999
Paderborn,PA-06,PA-07--PA-12,PA-07,Wald + Wind,0.7190124952217438
Paderborn,PA-06,PA-07--PA-12,PA-12,Wald + Wind,0.2809875047782562
Paderborn,PA-06,PA-07--PA-12,PA-07,Vollstaendig,0.5844146220178776
Paderborn,PA-06,PA-07--PA-12,PA-12,Vollstaendig,0.4155853779821223
Paderborn,PA-06,PA-08--PA-09,PA-08,Gleichgewichtung,0.5
Paderborn,PA-06,PA-08--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-06,PA-08--PA-09,PA-08,1/d^2,0.6922503654282363
Paderborn,PA-06,PA-08--PA-09,PA-09,1/d^2,0.3077496345717637
Paderborn,PA-06,PA-08--PA-09,PA-08,Wald + Wind,0.5034264009904579
Paderborn,PA-06,PA-08--PA-09,PA-09,Wald + Wind,0.4965735990095422
Paderborn,PA-06,PA-08--PA-09,PA-08,Vollstaendig,0.5084675440756314
Paderborn,PA-06,PA-08--PA-09,PA-09,Vollstaendig,0.4915324559243685
Paderborn,PA-06,PA-08--PA-10,PA-08,Gleichgewichtung,0.5
Paderborn,PA-06,PA-08--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-06,PA-08--PA-10,PA-08,1/d^2,0.4416338414103107
Paderborn,PA-06,PA-08--PA-10,PA-10,1/d^2,0.5583661585896893
Paderborn,PA-06,PA-08--PA-10,PA-08,Wald + Wind,0.5426125597277375
Paderborn,PA-06,PA-08--PA-10,PA-10,Wald + Wind,0.4573874402722624
Paderborn,PA-06,PA-08--PA-10,PA-08,Vollstaendig,0.4921013488597697
Paderborn,PA-06,PA-08--PA-10,PA-10,Vollstaendig,0.5078986511402303
Paderborn,PA-06,PA-08--PA-11,PA-08,Gleichgewichtung,0.5
Paderborn,PA-06,PA-08--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-06,PA-08--PA-11,PA-08,1/d^2,0.7245430020111963
Paderborn,PA-06,PA-08--PA-11,PA-11,1/d^2,0.2754569979888037
Paderborn,PA-06,PA-08--PA-11,PA-08,Wald + Wind,0.6000350375553761
Paderborn,PA-06,PA-08--PA-11,PA-11,Wald + Wind,0.3999649624446239
Paderborn,PA-06,PA-08--PA-11,PA-08,Vollstaendig,0.5407288206012414
Paderborn,PA-06,PA-08--PA-11,PA-11,Vollstaendig,0.4592711793987586
Paderborn,PA-06,PA-08--PA-12,PA-08,Gleichgewichtung,0.5
Paderborn,PA-06,PA-08--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-06,PA-08--PA-12,PA-08,1/d^2,0.7546643057867674
Paderborn,PA-06,PA-08--PA-12,PA-12,1/d^2,0.2453356942132326
Paderborn,PA-06,PA-08--PA-12,PA-08,Wald + Wind,0.7403164358254052
Paderborn,PA-06,PA-08--PA-12,PA-12,Wald + Wind,0.2596835641745948
Paderborn,PA-06,PA-08--PA-12,PA-08,Vollstaendig,0.5716389162972599
Paderborn,PA-06,PA-08--PA-12,PA-12,Vollstaendig,0.4283610837027401
Paderborn,PA-06,PA-09--PA-10,PA-09,Gleichgewichtung,0.5
Paderborn,PA-06,PA-09--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-06,PA-09--PA-10,PA-09,1/d^2,0.2601488727335396
Paderborn,PA-06,PA-09--PA-10,PA-10,1/d^2,0.7398511272664604
Paderborn,PA-06,PA-09--PA-10,PA-09,Wald + Wind,0.5392090580374563
Paderborn,PA-06,PA-09--PA-10,PA-10,Wald + Wind,0.4607909419625436
Paderborn,PA-06,PA-09--PA-10,PA-09,Vollstaendig,0.4836381820401358
Paderborn,PA-06,PA-09--PA-10,PA-10,Vollstaendig,0.5163618179598641
Paderborn,PA-06,PA-09--PA-11,PA-09,Gleichgewichtung,0.5
Paderborn,PA-06,PA-09--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-06,PA-09--PA-11,PA-09,1/d^2,0.5390325368154728
Paderborn,PA-06,PA-09--PA-11,PA-11,1/d^2,0.4609674631845271
Paderborn,PA-06,PA-09--PA-11,PA-09,Wald + Wind,0.5967412727782742
Paderborn,PA-06,PA-09--PA-11,PA-11,Wald + Wind,0.4032587272217259
Paderborn,PA-06,PA-09--PA-11,PA-09,Vollstaendig,0.5323058421872622
Paderborn,PA-06,PA-09--PA-11,PA-11,Vollstaendig,0.4676941578127377
Paderborn,PA-06,PA-09--PA-12,PA-09,Gleichgewichtung,0.5
Paderborn,PA-06,PA-09--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-06,PA-09--PA-12,PA-09,1/d^2,0.5776135655297517
Paderborn,PA-06,PA-09--PA-12,PA-12,1/d^2,0.4223864344702482
Paderborn,PA-06,PA-09--PA-12,PA-09,Wald + Wind,0.7376728536098012
Paderborn,PA-06,PA-09--PA-12,PA-12,Wald + Wind,0.2623271463901989
Paderborn,PA-06,PA-09--PA-12,PA-09,Vollstaendig,0.563325025502576
Paderborn,PA-06,PA-09--PA-12,PA-12,Vollstaendig,0.4366749744974239
Paderborn,PA-06,PA-10--PA-11,PA-10,Gleichgewichtung,0.5
Paderborn,PA-06,PA-10--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-06,PA-10--PA-11,PA-10,1/d^2,0.7688170070023519
Paderborn,PA-06,PA-10--PA-11,PA-11,1/d^2,0.2311829929976481
Paderborn,PA-06,PA-10--PA-11,PA-10,Wald + Wind,0.5584185726796923
Paderborn,PA-06,PA-10--PA-11,PA-11,Wald + Wind,0.4415814273203078
Paderborn,PA-06,PA-10--PA-11,PA-10,Vollstaendig,0.5485649777947471
Paderborn,PA-06,PA-10--PA-11,PA-11,Vollstaendig,0.4514350222052529
Paderborn,PA-06,PA-10--PA-12,PA-10,Gleichgewichtung,0.5
Paderborn,PA-06,PA-10--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-06,PA-10--PA-12,PA-10,1/d^2,0.7954636413633963
Paderborn,PA-06,PA-10--PA-12,PA-12,1/d^2,0.2045363586366037
Paderborn,PA-06,PA-10--PA-12,PA-10,Wald + Wind,0.7061481138810995
Paderborn,PA-06,PA-10--PA-12,PA-12,Wald + Wind,0.2938518861189004
Paderborn,PA-06,PA-10--PA-12,PA-10,Vollstaendig,0.5793579484006283
Paderborn,PA-06,PA-10--PA-12,PA-12,Vollstaendig,0.4206420515993718
Paderborn,PA-06,PA-11--PA-12,PA-11,Gleichgewichtung,0.5
Paderborn,PA-06,PA-11--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-06,PA-11--PA-12,PA-11,1/d^2,0.5390542813651625
Paderborn,PA-06,PA-11--PA-12,PA-12,1/d^2,0.4609457186348374
Paderborn,PA-06,PA-11--PA-12,PA-11,Wald + Wind,0.6552060517414116
Paderborn,PA-06,PA-11--PA-12,PA-12,Wald + Wind,0.3447939482585883
Paderborn,PA-06,PA-11--PA-12,PA-11,Vollstaendig,0.5312751098259042
Paderborn,PA-06,PA-11--PA-12,PA-12,Vollstaendig,0.4687248901740959
Paderborn,PA-07,PA-01--PA-02,PA-01,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-02,PA-02,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-02,PA-01,1/d^2,0.5212033925842042
Paderborn,PA-07,PA-01--PA-02,PA-02,1/d^2,0.4787966074157957
Paderborn,PA-07,PA-01--PA-02,PA-01,Wald + Wind,0.5046591830803042
Paderborn,PA-07,PA-01--PA-02,PA-02,Wald + Wind,0.4953408169196958
Paderborn,PA-07,PA-01--PA-02,PA-01,Vollstaendig,0.5030704198364909
Paderborn,PA-07,PA-01--PA-02,PA-02,Vollstaendig,0.4969295801635091
Paderborn,PA-07,PA-01--PA-03,PA-01,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-03,PA-03,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-03,PA-01,1/d^2,0.2824005524286962
Paderborn,PA-07,PA-01--PA-03,PA-03,1/d^2,0.7175994475713037
Paderborn,PA-07,PA-01--PA-03,PA-01,Wald + Wind,0.2311628269695117
Paderborn,PA-07,PA-01--PA-03,PA-03,Wald + Wind,0.7688371730304884
Paderborn,PA-07,PA-01--PA-03,PA-01,Vollstaendig,0.4102335276799173
Paderborn,PA-07,PA-01--PA-03,PA-03,Vollstaendig,0.5897664723200826
Paderborn,PA-07,PA-01--PA-04,PA-01,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-04,PA-04,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-04,PA-01,1/d^2,0.2062320491264407
Paderborn,PA-07,PA-01--PA-04,PA-04,1/d^2,0.7937679508735593
Paderborn,PA-07,PA-01--PA-04,PA-01,Wald + Wind,0.2783667028899579
Paderborn,PA-07,PA-01--PA-04,PA-04,Wald + Wind,0.7216332971100421
Paderborn,PA-07,PA-01--PA-04,PA-01,Vollstaendig,0.4349567753071755
Paderborn,PA-07,PA-01--PA-04,PA-04,Vollstaendig,0.5650432246928244
Paderborn,PA-07,PA-01--PA-05,PA-01,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-05,PA-05,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-05,PA-01,1/d^2,0.0456173163902073
Paderborn,PA-07,PA-01--PA-05,PA-05,1/d^2,0.9543826836097926
Paderborn,PA-07,PA-01--PA-05,PA-01,Wald + Wind,0.1246757365085262
Paderborn,PA-07,PA-01--PA-05,PA-05,Wald + Wind,0.8753242634914737
Paderborn,PA-07,PA-01--PA-05,PA-01,Vollstaendig,0.3719612119559664
Paderborn,PA-07,PA-01--PA-05,PA-05,Vollstaendig,0.6280387880440336
Paderborn,PA-07,PA-01--PA-06,PA-01,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-06,PA-06,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-06,PA-01,1/d^2,0.0510299909452182
Paderborn,PA-07,PA-01--PA-06,PA-06,1/d^2,0.9489700090547818
Paderborn,PA-07,PA-01--PA-06,PA-01,Wald + Wind,0.1458451122212271
Paderborn,PA-07,PA-01--PA-06,PA-06,Wald + Wind,0.8541548877787729
Paderborn,PA-07,PA-01--PA-06,PA-01,Vollstaendig,0.3885546559647537
Paderborn,PA-07,PA-01--PA-06,PA-06,Vollstaendig,0.6114453440352462
Paderborn,PA-07,PA-01--PA-08,PA-01,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-08,PA-01,1/d^2,0.0202943098651153
Paderborn,PA-07,PA-01--PA-08,PA-08,1/d^2,0.9797056901348848
Paderborn,PA-07,PA-01--PA-08,PA-01,Wald + Wind,0.1459213100304242
Paderborn,PA-07,PA-01--PA-08,PA-08,Wald + Wind,0.8540786899695758
Paderborn,PA-07,PA-01--PA-08,PA-01,Vollstaendig,0.372209527860382
Paderborn,PA-07,PA-01--PA-08,PA-08,Vollstaendig,0.627790472139618
Paderborn,PA-07,PA-01--PA-09,PA-01,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-09,PA-01,1/d^2,0.3488513771972718
Paderborn,PA-07,PA-01--PA-09,PA-09,1/d^2,0.6511486228027282
Paderborn,PA-07,PA-01--PA-09,PA-01,Wald + Wind,0.1608983852835549
Paderborn,PA-07,PA-01--PA-09,PA-09,Wald + Wind,0.8391016147164451
Paderborn,PA-07,PA-01--PA-09,PA-01,Vollstaendig,0.3777302703679152
Paderborn,PA-07,PA-01--PA-09,PA-09,Vollstaendig,0.6222697296320847
Paderborn,PA-07,PA-01--PA-10,PA-01,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-10,PA-01,1/d^2,0.1349520306018356
Paderborn,PA-07,PA-01--PA-10,PA-10,1/d^2,0.8650479693981645
Paderborn,PA-07,PA-01--PA-10,PA-01,Wald + Wind,0.2433587223740709
Paderborn,PA-07,PA-01--PA-10,PA-10,Wald + Wind,0.756641277625929
Paderborn,PA-07,PA-01--PA-10,PA-01,Vollstaendig,0.4084112046559557
Paderborn,PA-07,PA-01--PA-10,PA-10,Vollstaendig,0.5915887953440443
Paderborn,PA-07,PA-01--PA-11,PA-01,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-11,PA-01,1/d^2,0.2889866596569054
Paderborn,PA-07,PA-01--PA-11,PA-11,1/d^2,0.7110133403430946
Paderborn,PA-07,PA-01--PA-11,PA-01,Wald + Wind,0.1883473782322359
Paderborn,PA-07,PA-01--PA-11,PA-11,Wald + Wind,0.8116526217677641
Paderborn,PA-07,PA-01--PA-11,PA-01,Vollstaendig,0.4061985088463634
Paderborn,PA-07,PA-01--PA-11,PA-11,Vollstaendig,0.5938014911536366
Paderborn,PA-07,PA-01--PA-12,PA-01,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-07,PA-01--PA-12,PA-01,1/d^2,0.3402867129224388
Paderborn,PA-07,PA-01--PA-12,PA-12,1/d^2,0.6597132870775612
Paderborn,PA-07,PA-01--PA-12,PA-01,Wald + Wind,0.2887670109216329
Paderborn,PA-07,PA-01--PA-12,PA-12,Wald + Wind,0.7112329890783671
Paderborn,PA-07,PA-01--PA-12,PA-01,Vollstaendig,0.4295003703470988
Paderborn,PA-07,PA-01--PA-12,PA-12,Vollstaendig,0.570499629652901
Paderborn,PA-07,PA-02--PA-03,PA-02,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-03,PA-03,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-03,PA-02,1/d^2,0.2655244957943081
Paderborn,PA-07,PA-02--PA-03,PA-03,1/d^2,0.7344755042056917
Paderborn,PA-07,PA-02--PA-03,PA-02,Wald + Wind,0.227867096796448
Paderborn,PA-07,PA-02--PA-03,PA-03,Wald + Wind,0.7721329032035519
Paderborn,PA-07,PA-02--PA-03,PA-02,Vollstaendig,0.407265346225418
Paderborn,PA-07,PA-02--PA-03,PA-03,Vollstaendig,0.592734653774582
Paderborn,PA-07,PA-02--PA-04,PA-02,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-04,PA-04,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-04,PA-02,1/d^2,0.192685552355854
Paderborn,PA-07,PA-02--PA-04,PA-04,1/d^2,0.807314447644146
Paderborn,PA-07,PA-02--PA-04,PA-02,Wald + Wind,0.2746383805831778
Paderborn,PA-07,PA-02--PA-04,PA-04,Wald + Wind,0.7253616194168222
Paderborn,PA-07,PA-02--PA-04,PA-02,Vollstaendig,0.431940723944763
Paderborn,PA-07,PA-02--PA-04,PA-04,Vollstaendig,0.568059276055237
Paderborn,PA-07,PA-02--PA-05,PA-02,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-05,PA-05,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-05,PA-02,1/d^2,0.0420618603480341
Paderborn,PA-07,PA-02--PA-05,PA-05,1/d^2,0.9579381396519658
Paderborn,PA-07,PA-02--PA-05,PA-02,Wald + Wind,0.1226560059268941
Paderborn,PA-07,PA-02--PA-05,PA-05,Wald + Wind,0.8773439940731058
Paderborn,PA-07,PA-02--PA-05,PA-02,Vollstaendig,0.3690966417526477
Paderborn,PA-07,PA-02--PA-05,PA-05,Vollstaendig,0.6309033582473523
Paderborn,PA-07,PA-02--PA-06,PA-02,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-06,PA-06,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-06,PA-02,1/d^2,0.0470734740580339
Paderborn,PA-07,PA-02--PA-06,PA-06,1/d^2,0.952926525941966
Paderborn,PA-07,PA-02--PA-06,PA-02,Wald + Wind,0.1435386771895702
Paderborn,PA-07,PA-02--PA-06,PA-06,Wald + Wind,0.8564613228104297
Paderborn,PA-07,PA-02--PA-06,PA-02,Vollstaendig,0.3856407637295962
Paderborn,PA-07,PA-02--PA-06,PA-06,Vollstaendig,0.6143592362704039
Paderborn,PA-07,PA-02--PA-08,PA-02,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-08,PA-02,1/d^2,0.018673934104051
Paderborn,PA-07,PA-02--PA-08,PA-08,1/d^2,0.981326065895949
Paderborn,PA-07,PA-02--PA-08,PA-02,Wald + Wind,0.143613872591161
Paderborn,PA-07,PA-02--PA-08,PA-08,Wald + Wind,0.8563861274088389
Paderborn,PA-07,PA-02--PA-08,PA-02,Vollstaendig,0.3693441699453934
Paderborn,PA-07,PA-02--PA-08,PA-08,Vollstaendig,0.6306558300546066
Paderborn,PA-07,PA-02--PA-09,PA-02,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-09,PA-02,1/d^2,0.329829477853675
Paderborn,PA-07,PA-02--PA-09,PA-09,1/d^2,0.670170522146325
Paderborn,PA-07,PA-02--PA-09,PA-02,Wald + Wind,0.1583980398325237
Paderborn,PA-07,PA-02--PA-09,PA-09,Wald + Wind,0.8416019601674762
Paderborn,PA-07,PA-02--PA-09,PA-02,Vollstaendig,0.3748477888052004
Paderborn,PA-07,PA-02--PA-09,PA-09,Vollstaendig,0.6251522111947996
Paderborn,PA-07,PA-02--PA-10,PA-02,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-10,PA-02,1/d^2,0.1253482392844376
Paderborn,PA-07,PA-02--PA-10,PA-10,1/d^2,0.8746517607155624
Paderborn,PA-07,PA-02--PA-10,PA-02,Wald + Wind,0.2399433783588758
Paderborn,PA-07,PA-02--PA-10,PA-10,Wald + Wind,0.7600566216411241
Paderborn,PA-07,PA-02--PA-10,PA-02,Vollstaendig,0.4054471439437723
Paderborn,PA-07,PA-02--PA-10,PA-10,Vollstaendig,0.5945528560562277
Paderborn,PA-07,PA-02--PA-11,PA-02,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-11,PA-02,1/d^2,0.271866132089787
Paderborn,PA-07,PA-02--PA-11,PA-11,1/d^2,0.7281338679102131
Paderborn,PA-07,PA-02--PA-11,PA-02,Wald + Wind,0.1855147839348999
Paderborn,PA-07,PA-02--PA-11,PA-11,Wald + Wind,0.8144852160651
Paderborn,PA-07,PA-02--PA-11,PA-02,Vollstaendig,0.4032395608903262
Paderborn,PA-07,PA-02--PA-11,PA-11,Vollstaendig,0.5967604391096738
Paderborn,PA-07,PA-02--PA-12,PA-02,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-07,PA-02--PA-12,PA-02,1/d^2,0.321501238519578
Paderborn,PA-07,PA-02--PA-12,PA-12,1/d^2,0.678498761480422
Paderborn,PA-07,PA-02--PA-12,PA-02,Wald + Wind,0.284954396294199
Paderborn,PA-07,PA-02--PA-12,PA-12,Wald + Wind,0.715045603705801
Paderborn,PA-07,PA-02--PA-12,PA-02,Vollstaendig,0.4264935963129024
Paderborn,PA-07,PA-02--PA-12,PA-12,Vollstaendig,0.5735064036870976
Paderborn,PA-07,PA-03--PA-04,PA-03,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-04,PA-04,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-04,PA-03,1/d^2,0.3976649347051699
Paderborn,PA-07,PA-03--PA-04,PA-04,1/d^2,0.60233506529483
Paderborn,PA-07,PA-03--PA-04,PA-03,Wald + Wind,0.5619744332385834
Paderborn,PA-07,PA-03--PA-04,PA-04,Wald + Wind,0.4380255667614166
Paderborn,PA-07,PA-03--PA-04,PA-03,Vollstaendig,0.5253144619061259
Paderborn,PA-07,PA-03--PA-04,PA-04,Vollstaendig,0.4746855380938741
Paderborn,PA-07,PA-03--PA-05,PA-03,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-05,PA-05,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-05,PA-03,1/d^2,0.1083031232652472
Paderborn,PA-07,PA-03--PA-05,PA-05,1/d^2,0.8916968767347527
Paderborn,PA-07,PA-03--PA-05,PA-03,Wald + Wind,0.3214488831974366
Paderborn,PA-07,PA-03--PA-05,PA-05,Wald + Wind,0.6785511168025634
Paderborn,PA-07,PA-03--PA-05,PA-03,Vollstaendig,0.4598833467664895
Paderborn,PA-07,PA-03--PA-05,PA-05,Vollstaendig,0.5401166532335104
Paderborn,PA-07,PA-03--PA-06,PA-03,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-06,PA-06,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-06,PA-03,1/d^2,0.1202168143213368
Paderborn,PA-07,PA-03--PA-06,PA-06,1/d^2,0.8797831856786632
Paderborn,PA-07,PA-03--PA-06,PA-03,Wald + Wind,0.3622040924609563
Paderborn,PA-07,PA-03--PA-06,PA-06,Wald + Wind,0.6377959075390436
Paderborn,PA-07,PA-03--PA-06,PA-03,Vollstaendig,0.4774174603757979
Paderborn,PA-07,PA-03--PA-06,PA-06,Vollstaendig,0.5225825396242021
Paderborn,PA-07,PA-03--PA-08,PA-03,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-08,PA-03,1/d^2,0.0500053389112032
Paderborn,PA-07,PA-03--PA-08,PA-08,1/d^2,0.9499946610887968
Paderborn,PA-07,PA-03--PA-08,PA-03,Wald + Wind,0.3623453760068924
Paderborn,PA-07,PA-03--PA-08,PA-08,Wald + Wind,0.6376546239931077
Paderborn,PA-07,PA-03--PA-08,PA-03,Vollstaendig,0.4601473535465327
Paderborn,PA-07,PA-03--PA-08,PA-08,Vollstaendig,0.5398526464534672
Paderborn,PA-07,PA-03--PA-09,PA-03,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-09,PA-03,1/d^2,0.5765174116190562
Paderborn,PA-07,PA-03--PA-09,PA-09,1/d^2,0.4234825883809438
Paderborn,PA-07,PA-03--PA-09,PA-03,Wald + Wind,0.3894078606748991
Paderborn,PA-07,PA-03--PA-09,PA-09,Wald + Wind,0.6105921393251009
Paderborn,PA-07,PA-03--PA-09,PA-03,Vollstaendig,0.4660042301718835
Paderborn,PA-07,PA-03--PA-09,PA-09,Vollstaendig,0.5339957698281165
Paderborn,PA-07,PA-03--PA-10,PA-03,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-10,PA-03,1/d^2,0.2838831797450664
Paderborn,PA-07,PA-03--PA-10,PA-10,1/d^2,0.7161168202549336
Paderborn,PA-07,PA-03--PA-10,PA-03,Wald + Wind,0.5168446676049869
Paderborn,PA-07,PA-03--PA-10,PA-10,Wald + Wind,0.483155332395013
Paderborn,PA-07,PA-03--PA-10,PA-03,Vollstaendig,0.4981157094192026
Paderborn,PA-07,PA-03--PA-10,PA-10,Vollstaendig,0.5018842905807973
Paderborn,PA-07,PA-03--PA-11,PA-03,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-11,PA-03,1/d^2,0.5080679030379313
Paderborn,PA-07,PA-03--PA-11,PA-11,1/d^2,0.4919320969620688
Paderborn,PA-07,PA-03--PA-11,PA-03,Wald + Wind,0.4356027702736394
Paderborn,PA-07,PA-03--PA-11,PA-11,Wald + Wind,0.5643972297263606
Paderborn,PA-07,PA-03--PA-11,PA-03,Vollstaendig,0.4958243411522307
Paderborn,PA-07,PA-03--PA-11,PA-11,Vollstaendig,0.5041756588477693
Paderborn,PA-07,PA-03--PA-12,PA-03,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-07,PA-03--PA-12,PA-03,1/d^2,0.5672324134066177
Paderborn,PA-07,PA-03--PA-12,PA-12,1/d^2,0.4327675865933823
