standort,zielcluster,referenzpaar,referenzcluster,gewichtungsverfahren,referenzgewicht_0_bis_1
Paderborn,PA-05,PA-10--PA-12,PA-10,Gleichgewichtung,0.5
Paderborn,PA-05,PA-10--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-05,PA-10--PA-12,PA-10,1/d^2,0.70708984365614
Paderborn,PA-05,PA-10--PA-12,PA-12,1/d^2,0.29291015634386
Paderborn,PA-05,PA-10--PA-12,PA-10,Wald + Wind,0.5775910224065955
Paderborn,PA-05,PA-10--PA-12,PA-12,Wald + Wind,0.4224089775934044
Paderborn,PA-05,PA-10--PA-12,PA-10,Vollstaendig,0.5134760551348952
Paderborn,PA-05,PA-10--PA-12,PA-12,Vollstaendig,0.4865239448651048
Paderborn,PA-05,PA-11--PA-12,PA-11,Gleichgewichtung,0.5
Paderborn,PA-05,PA-11--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-05,PA-11--PA-12,PA-11,1/d^2,0.5420450606283671
Paderborn,PA-05,PA-11--PA-12,PA-12,1/d^2,0.457954939371633
Paderborn,PA-05,PA-11--PA-12,PA-11,Wald + Wind,0.6629841098182448
Paderborn,PA-05,PA-11--PA-12,PA-12,Wald + Wind,0.3370158901817551
Paderborn,PA-05,PA-11--PA-12,PA-11,Vollstaendig,0.5329055548378528
Paderborn,PA-05,PA-11--PA-12,PA-12,Vollstaendig,0.4670944451621471
Paderborn,PA-06,PA-01--PA-02,PA-01,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-02,PA-02,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-02,PA-01,1/d^2,0.5378959698118884
Paderborn,PA-06,PA-01--PA-02,PA-02,1/d^2,0.4621040301881115
Paderborn,PA-06,PA-01--PA-02,PA-01,Wald + Wind,0.5623965872592857
Paderborn,PA-06,PA-01--PA-02,PA-02,Wald + Wind,0.4376034127407142
Paderborn,PA-06,PA-01--PA-02,PA-01,Vollstaendig,0.5839695937050912
Paderborn,PA-06,PA-01--PA-02,PA-02,Vollstaendig,0.4160304062949089
Paderborn,PA-06,PA-01--PA-03,PA-01,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-03,PA-03,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-03,PA-01,1/d^2,0.3400017726953442
Paderborn,PA-06,PA-01--PA-03,PA-03,1/d^2,0.6599982273046557
Paderborn,PA-06,PA-01--PA-03,PA-01,Wald + Wind,0.2272331709237006
Paderborn,PA-06,PA-01--PA-03,PA-03,Wald + Wind,0.7727668290762993
Paderborn,PA-06,PA-01--PA-03,PA-01,Vollstaendig,0.4759330560275844
Paderborn,PA-06,PA-01--PA-03,PA-03,Vollstaendig,0.5240669439724155
Paderborn,PA-06,PA-01--PA-04,PA-01,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-04,PA-04,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-04,PA-01,1/d^2,0.2174443340346341
Paderborn,PA-06,PA-01--PA-04,PA-04,1/d^2,0.782555665965366
Paderborn,PA-06,PA-01--PA-04,PA-01,Wald + Wind,0.2549921497529084
Paderborn,PA-06,PA-01--PA-04,PA-04,Wald + Wind,0.7450078502470915
Paderborn,PA-06,PA-01--PA-04,PA-01,Vollstaendig,0.4350296246096214
Paderborn,PA-06,PA-01--PA-04,PA-04,Vollstaendig,0.5649703753903785
Paderborn,PA-06,PA-01--PA-05,PA-01,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-05,PA-05,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-05,PA-01,1/d^2,0.0915306325165344
Paderborn,PA-06,PA-01--PA-05,PA-05,1/d^2,0.9084693674834656
Paderborn,PA-06,PA-01--PA-05,PA-01,Wald + Wind,0.1508061557471191
Paderborn,PA-06,PA-01--PA-05,PA-05,Wald + Wind,0.8491938442528809
Paderborn,PA-06,PA-01--PA-05,PA-01,Vollstaendig,0.4451750107383501
Paderborn,PA-06,PA-01--PA-05,PA-05,Vollstaendig,0.5548249892616499
Paderborn,PA-06,PA-01--PA-07,PA-01,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-07,PA-07,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-07,PA-01,1/d^2,0.047526503272532
Paderborn,PA-06,PA-01--PA-07,PA-07,1/d^2,0.952473496727468
Paderborn,PA-06,PA-01--PA-07,PA-01,Wald + Wind,0.1435560940785588
Paderborn,PA-06,PA-01--PA-07,PA-07,Wald + Wind,0.8564439059214413
Paderborn,PA-06,PA-01--PA-07,PA-01,Vollstaendig,0.4226165331503382
Paderborn,PA-06,PA-01--PA-07,PA-07,Vollstaendig,0.5773834668496617
Paderborn,PA-06,PA-01--PA-08,PA-01,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-08,PA-01,1/d^2,0.1153318237610324
Paderborn,PA-06,PA-01--PA-08,PA-08,1/d^2,0.8846681762389677
Paderborn,PA-06,PA-01--PA-08,PA-01,Wald + Wind,0.1307767515585577
Paderborn,PA-06,PA-01--PA-08,PA-08,Wald + Wind,0.8692232484414424
Paderborn,PA-06,PA-01--PA-08,PA-01,Vollstaendig,0.4354473350089987
Paderborn,PA-06,PA-01--PA-08,PA-08,Vollstaendig,0.5645526649910013
Paderborn,PA-06,PA-01--PA-09,PA-01,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-09,PA-01,1/d^2,0.2267528403938135
Paderborn,PA-06,PA-01--PA-09,PA-09,1/d^2,0.7732471596061865
Paderborn,PA-06,PA-01--PA-09,PA-01,Wald + Wind,0.1323426491372492
Paderborn,PA-06,PA-01--PA-09,PA-09,Wald + Wind,0.8676573508627509
Paderborn,PA-06,PA-01--PA-09,PA-01,Vollstaendig,0.4437919853111379
Paderborn,PA-06,PA-01--PA-09,PA-09,Vollstaendig,0.556208014688862
Paderborn,PA-06,PA-01--PA-10,PA-01,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-10,PA-01,1/d^2,0.0934742825111066
Paderborn,PA-06,PA-01--PA-10,PA-10,1/d^2,0.9065257174888934
Paderborn,PA-06,PA-01--PA-10,PA-01,Wald + Wind,0.1514538407603447
Paderborn,PA-06,PA-01--PA-10,PA-10,Wald + Wind,0.8485461592396554
Paderborn,PA-06,PA-01--PA-10,PA-01,Vollstaendig,0.4276961487247923
Paderborn,PA-06,PA-01--PA-10,PA-10,Vollstaendig,0.5723038512752078
Paderborn,PA-06,PA-01--PA-11,PA-01,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-11,PA-01,1/d^2,0.2553480046024303
Paderborn,PA-06,PA-01--PA-11,PA-11,1/d^2,0.7446519953975697
Paderborn,PA-06,PA-01--PA-11,PA-01,Wald + Wind,0.1841473948109588
Paderborn,PA-06,PA-01--PA-11,PA-11,Wald + Wind,0.8158526051890411
Paderborn,PA-06,PA-01--PA-11,PA-01,Vollstaendig,0.4759229464925903
Paderborn,PA-06,PA-01--PA-11,PA-11,Vollstaendig,0.5240770535074096
Paderborn,PA-06,PA-01--PA-12,PA-01,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-06,PA-01--PA-12,PA-01,1/d^2,0.2862323356316684
Paderborn,PA-06,PA-01--PA-12,PA-12,1/d^2,0.7137676643683316
Paderborn,PA-06,PA-01--PA-12,PA-01,Wald + Wind,0.3001687474308357
Paderborn,PA-06,PA-01--PA-12,PA-12,Wald + Wind,0.6998312525691643
Paderborn,PA-06,PA-01--PA-12,PA-01,Vollstaendig,0.5072198027250826
Paderborn,PA-06,PA-01--PA-12,PA-12,Vollstaendig,0.4927801972749175
Paderborn,PA-06,PA-02--PA-03,PA-02,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-03,PA-03,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-03,PA-02,1/d^2,0.3067917128334992
Paderborn,PA-06,PA-02--PA-03,PA-03,1/d^2,0.6932082871665008
Paderborn,PA-06,PA-02--PA-03,PA-02,Wald + Wind,0.1861997521432092
Paderborn,PA-06,PA-02--PA-03,PA-03,Wald + Wind,0.8138002478567908
Paderborn,PA-06,PA-02--PA-03,PA-02,Vollstaendig,0.3928297798731612
Paderborn,PA-06,PA-02--PA-03,PA-03,Vollstaendig,0.6071702201268389
Paderborn,PA-06,PA-02--PA-04,PA-02,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-04,PA-04,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-04,PA-02,1/d^2,0.1927098720328136
Paderborn,PA-06,PA-02--PA-04,PA-04,1/d^2,0.8072901279671864
Paderborn,PA-06,PA-02--PA-04,PA-02,Wald + Wind,0.2103102677313841
Paderborn,PA-06,PA-02--PA-04,PA-04,Wald + Wind,0.7896897322686158
Paderborn,PA-06,PA-02--PA-04,PA-02,Vollstaendig,0.354240808974634
Paderborn,PA-06,PA-02--PA-04,PA-04,Vollstaendig,0.645759191025366
Paderborn,PA-06,PA-02--PA-05,PA-02,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-05,PA-05,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-05,PA-02,1/d^2,0.0796609516250713
Paderborn,PA-06,PA-02--PA-05,PA-05,1/d^2,0.9203390483749286
Paderborn,PA-06,PA-02--PA-05,PA-02,Wald + Wind,0.1214055918552766
Paderborn,PA-06,PA-02--PA-05,PA-05,Wald + Wind,0.8785944081447232
Paderborn,PA-06,PA-02--PA-05,PA-02,Vollstaendig,0.3637150402799006
Paderborn,PA-06,PA-02--PA-05,PA-05,Vollstaendig,0.6362849597200994
Paderborn,PA-06,PA-02--PA-07,PA-02,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-07,PA-07,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-07,PA-02,1/d^2,0.0411050753286104
Paderborn,PA-06,PA-02--PA-07,PA-07,1/d^2,0.9588949246713896
Paderborn,PA-06,PA-02--PA-07,PA-02,Wald + Wind,0.1153769337137995
Paderborn,PA-06,PA-02--PA-07,PA-07,Wald + Wind,0.8846230662862004
Paderborn,PA-06,PA-02--PA-07,PA-02,Vollstaendig,0.3427344952873186
Paderborn,PA-06,PA-02--PA-07,PA-07,Vollstaendig,0.6572655047126813
Paderborn,PA-06,PA-02--PA-08,PA-02,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-08,PA-02,1/d^2,0.1007177973023332
Paderborn,PA-06,PA-02--PA-08,PA-08,1/d^2,0.8992822026976667
Paderborn,PA-06,PA-02--PA-08,PA-02,Wald + Wind,0.1047991416278829
Paderborn,PA-06,PA-02--PA-08,PA-08,Wald + Wind,0.895200858372117
Paderborn,PA-06,PA-02--PA-08,PA-02,Vollstaendig,0.3546296388272434
Paderborn,PA-06,PA-02--PA-08,PA-08,Vollstaendig,0.6453703611727565
Paderborn,PA-06,PA-02--PA-09,PA-02,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-09,PA-02,1/d^2,0.2012318085718014
Paderborn,PA-06,PA-02--PA-09,PA-09,1/d^2,0.7987681914281984
Paderborn,PA-06,PA-02--PA-09,PA-02,Wald + Wind,0.1060919528967326
Paderborn,PA-06,PA-02--PA-09,PA-09,Wald + Wind,0.8939080471032673
Paderborn,PA-06,PA-02--PA-09,PA-02,Vollstaendig,0.3624197764372471
Paderborn,PA-06,PA-02--PA-09,PA-09,Vollstaendig,0.6375802235627528
Paderborn,PA-06,PA-02--PA-10,PA-02,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-10,PA-02,1/d^2,0.0813751266346573
Paderborn,PA-06,PA-02--PA-10,PA-10,1/d^2,0.9186248733653426
Paderborn,PA-06,PA-02--PA-10,PA-02,Wald + Wind,0.1219451393104904
Paderborn,PA-06,PA-02--PA-10,PA-10,Wald + Wind,0.8780548606895096
Paderborn,PA-06,PA-02--PA-10,PA-02,Vollstaendig,0.3474317214440055
Paderborn,PA-06,PA-02--PA-10,PA-10,Vollstaendig,0.6525682785559944
Paderborn,PA-06,PA-02--PA-11,PA-02,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-11,PA-02,1/d^2,0.2275557125238482
Paderborn,PA-06,PA-02--PA-11,PA-11,1/d^2,0.7724442874761518
Paderborn,PA-06,PA-02--PA-11,PA-02,Wald + Wind,0.1493902501526862
Paderborn,PA-06,PA-02--PA-11,PA-11,Wald + Wind,0.8506097498473137
Paderborn,PA-06,PA-02--PA-11,PA-02,Vollstaendig,0.3928201124228989
Paderborn,PA-06,PA-02--PA-11,PA-11,Vollstaendig,0.6071798875771011
Paderborn,PA-06,PA-02--PA-12,PA-02,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-06,PA-02--PA-12,PA-02,1/d^2,0.2562352532996714
Paderborn,PA-06,PA-02--PA-12,PA-12,1/d^2,0.7437647467003285
Paderborn,PA-06,PA-02--PA-12,PA-02,Wald + Wind,0.2502295019164731
Paderborn,PA-06,PA-02--PA-12,PA-12,Wald + Wind,0.7497704980835269
Paderborn,PA-06,PA-02--PA-12,PA-02,Vollstaendig,0.4230636402243345
Paderborn,PA-06,PA-02--PA-12,PA-12,Vollstaendig,0.5769363597756655
Paderborn,PA-06,PA-03--PA-04,PA-03,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-04,PA-04,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-04,PA-03,1/d^2,0.3503876110476123
Paderborn,PA-06,PA-03--PA-04,PA-04,1/d^2,0.6496123889523876
Paderborn,PA-06,PA-03--PA-04,PA-03,Wald + Wind,0.5378869097192709
Paderborn,PA-06,PA-03--PA-04,PA-04,Wald + Wind,0.4621130902807291
Paderborn,PA-06,PA-03--PA-04,PA-03,Vollstaendig,0.4588391256900129
Paderborn,PA-06,PA-03--PA-04,PA-04,Vollstaendig,0.541160874309987
Paderborn,PA-06,PA-03--PA-05,PA-03,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-05,PA-05,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-05,PA-03,1/d^2,0.1635837705569012
Paderborn,PA-06,PA-03--PA-05,PA-05,1/d^2,0.8364162294430988
Paderborn,PA-06,PA-03--PA-05,PA-03,Wald + Wind,0.3765326765717568
Paderborn,PA-06,PA-03--PA-05,PA-05,Wald + Wind,0.6234673234282431
Paderborn,PA-06,PA-03--PA-05,PA-03,Vollstaendig,0.4690787561028471
Paderborn,PA-06,PA-03--PA-05,PA-05,Vollstaendig,0.5309212438971528
Paderborn,PA-06,PA-03--PA-07,PA-03,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-07,PA-07,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-07,PA-03,1/d^2,0.088306636587874
Paderborn,PA-06,PA-03--PA-07,PA-07,1/d^2,0.9116933634121258
Paderborn,PA-06,PA-03--PA-07,PA-03,Wald + Wind,0.3630704220689492
Paderborn,PA-06,PA-03--PA-07,PA-07,Wald + Wind,0.6369295779310507
Paderborn,PA-06,PA-03--PA-07,PA-03,Vollstaendig,0.4462833128221348
Paderborn,PA-06,PA-03--PA-07,PA-07,Vollstaendig,0.5537166871778653
Paderborn,PA-06,PA-03--PA-08,PA-03,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-08,PA-03,1/d^2,0.2019561554515831
Paderborn,PA-06,PA-03--PA-08,PA-08,1/d^2,0.7980438445484168
Paderborn,PA-06,PA-03--PA-08,PA-03,Wald + Wind,0.3384727414718354
Paderborn,PA-06,PA-03--PA-08,PA-08,Wald + Wind,0.6615272585281645
Paderborn,PA-06,PA-03--PA-08,PA-03,Vollstaendig,0.4592611136297324
Paderborn,PA-06,PA-03--PA-08,PA-08,Vollstaendig,0.5407388863702677
Paderborn,PA-06,PA-03--PA-09,PA-03,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-09,PA-03,1/d^2,0.362749155430279
Paderborn,PA-06,PA-03--PA-09,PA-09,1/d^2,0.637250844569721
Paderborn,PA-06,PA-03--PA-09,PA-03,Wald + Wind,0.3415483576793517
Paderborn,PA-06,PA-03--PA-09,PA-09,Wald + Wind,0.6584516423206483
Paderborn,PA-06,PA-03--PA-09,PA-03,Vollstaendig,0.4676840671062086
Paderborn,PA-06,PA-03--PA-09,PA-09,Vollstaendig,0.5323159328937915
Paderborn,PA-06,PA-03--PA-10,PA-03,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-10,PA-03,1/d^2,0.1667765811149159
Paderborn,PA-06,PA-03--PA-10,PA-10,1/d^2,0.8332234188850841
Paderborn,PA-06,PA-03--PA-10,PA-03,Wald + Wind,0.3777186058583944
Paderborn,PA-06,PA-03--PA-10,PA-10,Wald + Wind,0.6222813941416055
Paderborn,PA-06,PA-03--PA-10,PA-03,Vollstaendig,0.4514249848004896
Paderborn,PA-06,PA-03--PA-10,PA-10,Vollstaendig,0.5485750151995105
Paderborn,PA-06,PA-03--PA-11,PA-03,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-11,PA-03,1/d^2,0.3996308829817209
Paderborn,PA-06,PA-03--PA-11,PA-11,1/d^2,0.6003691170182791
Paderborn,PA-06,PA-03--PA-11,PA-03,Wald + Wind,0.434258685017532
Paderborn,PA-06,PA-03--PA-11,PA-11,Wald + Wind,0.5657413149824679
Paderborn,PA-06,PA-03--PA-11,PA-03,Vollstaendig,0.4999898669782382
Paderborn,PA-06,PA-03--PA-11,PA-11,Vollstaendig,0.5000101330217618
Paderborn,PA-06,PA-03--PA-12,PA-03,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-06,PA-03--PA-12,PA-03,1/d^2,0.4377084721254021
Paderborn,PA-06,PA-03--PA-12,PA-12,1/d^2,0.5622915278745979
Paderborn,PA-06,PA-03--PA-12,PA-03,Wald + Wind,0.5932715011272969
Paderborn,PA-06,PA-03--PA-12,PA-12,Wald + Wind,0.406728498872703
Paderborn,PA-06,PA-03--PA-12,PA-03,Vollstaendig,0.5312650164370989
Paderborn,PA-06,PA-03--PA-12,PA-12,Vollstaendig,0.468734983562901
Paderborn,PA-06,PA-04--PA-05,PA-04,Gleichgewichtung,0.5
Paderborn,PA-06,PA-04--PA-05,PA-05,Gleichgewichtung,0.5
Paderborn,PA-06,PA-04--PA-05,PA-04,1/d^2,0.2661068950013073
Paderborn,PA-06,PA-04--PA-05,PA-05,1/d^2,0.7338931049986926
Paderborn,PA-06,PA-04--PA-05,PA-04,Wald + Wind,0.3416094413191446
Paderborn,PA-06,PA-04--PA-05,PA-05,Wald + Wind,0.6583905586808553
Paderborn,PA-06,PA-04--PA-05,PA-04,Vollstaendig,0.5102920269339632
Paderborn,PA-06,PA-04--PA-05,PA-05,Vollstaendig,0.4897079730660366
Paderborn,PA-06,PA-04--PA-07,PA-04,Gleichgewichtung,0.5
Paderborn,PA-06,PA-04--PA-07,PA-07,Gleichgewichtung,0.5
Paderborn,PA-06,PA-04--PA-07,PA-04,1/d^2,0.1522382921808156
Paderborn,PA-06,PA-04--PA-07,PA-07,1/d^2,0.8477617078191844
Paderborn,PA-06,PA-04--PA-07,PA-04,Wald + Wind,0.3287374423494585
Paderborn,PA-06,PA-04--PA-07,PA-07,Wald + Wind,0.6712625576505413
Paderborn,PA-06,PA-04--PA-07,PA-04,Vollstaendig,0.4873321513710554
Paderborn,PA-06,PA-04--PA-07,PA-07,Vollstaendig,0.5126678486289447
Paderborn,PA-06,PA-04--PA-08,PA-04,Gleichgewichtung,0.5
Paderborn,PA-06,PA-04--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-06,PA-04--PA-08,PA-04,1/d^2,0.3193464102356312
Paderborn,PA-06,PA-04--PA-08,PA-08,1/d^2,0.6806535897643687
Paderborn,PA-06,PA-04--PA-08,PA-04,Wald + Wind,0.3053506672972452
Paderborn,PA-06,PA-04--PA-08,PA-08,Wald + Wind,0.6946493327027548
Paderborn,PA-06,PA-04--PA-08,PA-04,Vollstaendig,0.5004248374916204
Paderborn,PA-06,PA-04--PA-08,PA-08,Vollstaendig,0.4995751625083797
Paderborn,PA-06,PA-04--PA-09,PA-04,Gleichgewichtung,0.5
Paderborn,PA-06,PA-04--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-06,PA-04--PA-09,PA-04,1/d^2,0.5134677548870888
Paderborn,PA-06,PA-04--PA-09,PA-09,1/d^2,0.486532245112911
Paderborn,PA-06,PA-04--PA-09,PA-04,Wald + Wind,0.3082655617099235
Paderborn,PA-06,PA-04--PA-09,PA-09,Wald + Wind,0.6917344382900765
Paderborn,PA-06,PA-04--PA-09,PA-04,Vollstaendig,0.5088922536137624
Paderborn,PA-06,PA-04--PA-09,PA-09,Vollstaendig,0.4911077463862376
Paderborn,PA-06,PA-04--PA-10,PA-04,Gleichgewichtung,0.5
Paderborn,PA-06,PA-04--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-06,PA-04--PA-10,PA-04,1/d^2,0.2706532323559745
Paderborn,PA-06,PA-04--PA-10,PA-10,1/d^2,0.7293467676440254
Paderborn,PA-06,PA-04--PA-10,PA-04,Wald + Wind,0.3427458446872997
Paderborn,PA-06,PA-04--PA-10,PA-10,Wald + Wind,0.6572541553127004
Paderborn,PA-06,PA-04--PA-10,PA-04,Vollstaendig,0.4925260860322376
Paderborn,PA-06,PA-04--PA-10,PA-10,Vollstaendig,0.5074739139677624
Paderborn,PA-06,PA-04--PA-11,PA-04,Gleichgewichtung,0.5
Paderborn,PA-06,PA-04--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-06,PA-04--PA-11,PA-04,1/d^2,0.5523901297950449
Paderborn,PA-06,PA-04--PA-11,PA-11,1/d^2,0.4476098702049552
Paderborn,PA-06,PA-04--PA-11,PA-04,Wald + Wind,0.3973940325050503
Paderborn,PA-06,PA-04--PA-11,PA-11,Wald + Wind,0.6026059674949497
Paderborn,PA-06,PA-04--PA-11,PA-04,Vollstaendig,0.5411508099416088
Paderborn,PA-06,PA-04--PA-11,PA-11,Vollstaendig,0.4588491900583912
Paderborn,PA-06,PA-04--PA-12,PA-04,Gleichgewichtung,0.5
Paderborn,PA-06,PA-04--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-06,PA-04--PA-12,PA-04,1/d^2,0.5907020839467428
Paderborn,PA-06,PA-04--PA-12,PA-12,1/d^2,0.4092979160532571
Paderborn,PA-06,PA-04--PA-12,PA-04,Wald + Wind,0.5561786813252373
Paderborn,PA-06,PA-04--PA-12,PA-12,Wald + Wind,0.4438213186747626
Paderborn,PA-06,PA-04--PA-12,PA-04,Vollstaendig,0.5720549818449323
Paderborn,PA-06,PA-04--PA-12,PA-12,Vollstaendig,0.4279450181550676
Paderborn,PA-06,PA-05--PA-07,PA-05,Gleichgewichtung,0.5
Paderborn,PA-06,PA-05--PA-07,PA-07,Gleichgewichtung,0.5
Paderborn,PA-06,PA-05--PA-07,PA-05,1/d^2,0.3312166903770956
Paderborn,PA-06,PA-05--PA-07,PA-07,1/d^2,0.6687833096229044
Paderborn,PA-06,PA-05--PA-07,PA-05,Wald + Wind,0.4855613256085773
Paderborn,PA-06,PA-05--PA-07,PA-07,Wald + Wind,0.5144386743914227
Paderborn,PA-06,PA-05--PA-07,PA-05,Vollstaendig,0.47705209203172
Paderborn,PA-06,PA-05--PA-07,PA-07,Vollstaendig,0.52294790796828
Paderborn,PA-06,PA-05--PA-08,PA-05,Gleichgewichtung,0.5
Paderborn,PA-06,PA-05--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-06,PA-05--PA-08,PA-05,1/d^2,0.5640679244938008
Paderborn,PA-06,PA-05--PA-08,PA-08,1/d^2,0.4359320755061991
Paderborn,PA-06,PA-05--PA-08,PA-05,Wald + Wind,0.4586406944120751
Paderborn,PA-06,PA-05--PA-08,PA-08,Wald + Wind,0.5413593055879249
Paderborn,PA-06,PA-05--PA-08,PA-05,Vollstaendig,0.4901326379799066
Paderborn,PA-06,PA-05--PA-08,PA-08,Vollstaendig,0.5098673620200934
Paderborn,PA-06,PA-05--PA-09,PA-05,Gleichgewichtung,0.5
Paderborn,PA-06,PA-05--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-06,PA-05--PA-09,PA-05,1/d^2,0.7442828809214763
Paderborn,PA-06,PA-05--PA-09,PA-09,1/d^2,0.2557171190785236
Paderborn,PA-06,PA-05--PA-09,PA-05,Wald + Wind,0.4620455807782155
Paderborn,PA-06,PA-05--PA-09,PA-09,Wald + Wind,0.5379544192217846
Paderborn,PA-06,PA-05--PA-09,PA-05,Vollstaendig,0.4985997140669688
Paderborn,PA-06,PA-05--PA-09,PA-09,Vollstaendig,0.5014002859330311
Paderborn,PA-06,PA-05--PA-10,PA-05,Gleichgewichtung,0.5
Paderborn,PA-06,PA-05--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-06,PA-05--PA-10,PA-05,1/d^2,0.5057883456312724
Paderborn,PA-06,PA-05--PA-10,PA-10,1/d^2,0.4942116543687276
Paderborn,PA-06,PA-05--PA-10,PA-05,Wald + Wind,0.5012621519367623
Paderborn,PA-06,PA-05--PA-10,PA-10,Wald + Wind,0.4987378480632376
Paderborn,PA-06,PA-05--PA-10,PA-05,Vollstaendig,0.4822395237640688
Paderborn,PA-06,PA-05--PA-10,PA-10,Vollstaendig,0.5177604762359312
Paderborn,PA-06,PA-05--PA-11,PA-05,Gleichgewichtung,0.5
Paderborn,PA-06,PA-05--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-06,PA-05--PA-11,PA-05,1/d^2,0.7729067745937775
Paderborn,PA-06,PA-05--PA-11,PA-11,1/d^2,0.2270932254062223
Paderborn,PA-06,PA-05--PA-11,PA-05,Wald + Wind,0.5596631280234187
Paderborn,PA-06,PA-05--PA-11,PA-11,Wald + Wind,0.4403368719765813
Paderborn,PA-06,PA-05--PA-11,PA-05,Vollstaendig,0.5309111496164137
Paderborn,PA-06,PA-05--PA-11,PA-11,Vollstaendig,0.4690888503835863
Paderborn,PA-06,PA-05--PA-12,PA-05,Gleichgewichtung,0.5
Paderborn,PA-06,PA-05--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-06,PA-05--PA-12,PA-05,1/d^2,0.7992051298742335
Paderborn,PA-06,PA-05--PA-12,PA-12,1/d^2,0.2007948701257664
Paderborn,PA-06,PA-05--PA-12,PA-05,Wald + Wind,0.7071946257392803
Paderborn,PA-06,PA-05--PA-12,PA-12,Wald + Wind,0.2928053742607197
