standort,zielcluster,referenzpaar,gewichtungsverfahren,log_transferfehler_kombiniert
Paderborn,PA-08,PA-09--PA-11,Gleichgewichtung,-0.0701589742674706
Paderborn,PA-08,PA-09--PA-11,1/d^2,-0.0583978571558362
Paderborn,PA-08,PA-09--PA-11,Wald + Wind,-0.0715149210928177
Paderborn,PA-08,PA-09--PA-11,Vollstaendig,-0.0726543143852545
Paderborn,PA-08,PA-09--PA-12,Gleichgewichtung,-0.1405383624027508
Paderborn,PA-08,PA-09--PA-12,1/d^2,-0.1408786366276152
Paderborn,PA-08,PA-09--PA-12,Wald + Wind,-0.1387647863009127
Paderborn,PA-08,PA-09--PA-12,Vollstaendig,-0.1400411776026266
Paderborn,PA-08,PA-10--PA-11,Gleichgewichtung,-0.056972819476956
Paderborn,PA-08,PA-10--PA-11,1/d^2,-0.0738076003036097
Paderborn,PA-08,PA-10--PA-11,Wald + Wind,-0.0583845081388163
Paderborn,PA-08,PA-10--PA-11,Vollstaendig,-0.0563042025351829
Paderborn,PA-08,PA-10--PA-12,Gleichgewichtung,-0.1263975042404511
Paderborn,PA-08,PA-10--PA-12,1/d^2,-0.1180438711550566
Paderborn,PA-08,PA-10--PA-12,Wald + Wind,-0.1196037556647204
Paderborn,PA-08,PA-10--PA-12,Vollstaendig,-0.1255229581301676
Paderborn,PA-08,PA-11--PA-12,Gleichgewichtung,-0.0748657199949227
Paderborn,PA-08,PA-11--PA-12,1/d^2,-0.0666376333509931
Paderborn,PA-08,PA-11--PA-12,Wald + Wind,-0.0523532653339118
Paderborn,PA-08,PA-11--PA-12,Vollstaendig,-0.0708080259383348
Paderborn,PA-09,PA-01--PA-02,Gleichgewichtung,0.1807694684293372
Paderborn,PA-09,PA-01--PA-02,1/d^2,0.1767738276489832
Paderborn,PA-09,PA-01--PA-02,Wald + Wind,0.1806851006189605
Paderborn,PA-09,PA-01--PA-02,Vollstaendig,0.1863501233236917
Paderborn,PA-09,PA-01--PA-03,Gleichgewichtung,0.1284627710047136
Paderborn,PA-09,PA-01--PA-03,1/d^2,0.1309527325832598
Paderborn,PA-09,PA-01--PA-03,Wald + Wind,0.1368701942006101
Paderborn,PA-09,PA-01--PA-03,Vollstaendig,0.1320640907931615
Paderborn,PA-09,PA-01--PA-04,Gleichgewichtung,0.1513721608216173
Paderborn,PA-09,PA-01--PA-04,1/d^2,0.1637403183792166
Paderborn,PA-09,PA-01--PA-04,Wald + Wind,0.1700182297046419
Paderborn,PA-09,PA-01--PA-04,Vollstaendig,0.1567187630015765
Paderborn,PA-09,PA-01--PA-05,Gleichgewichtung,0.1327097398658094
Paderborn,PA-09,PA-01--PA-05,1/d^2,0.1419071791031843
Paderborn,PA-09,PA-01--PA-05,Wald + Wind,0.1450742273683274
Paderborn,PA-09,PA-01--PA-05,Vollstaendig,0.1373407469517894
Paderborn,PA-09,PA-01--PA-06,Gleichgewichtung,0.0783005234675849
Paderborn,PA-09,PA-01--PA-06,1/d^2,0.0493522915030422
Paderborn,PA-09,PA-01--PA-06,Wald + Wind,0.0479464588988265
Paderborn,PA-09,PA-01--PA-06,Vollstaendig,0.0688123767535387
Paderborn,PA-09,PA-01--PA-07,Gleichgewichtung,0.1082932724618273
Paderborn,PA-09,PA-01--PA-07,1/d^2,0.1042389298399913
Paderborn,PA-09,PA-01--PA-07,Wald + Wind,0.103445928268989
Paderborn,PA-09,PA-01--PA-07,Vollstaendig,0.106289706900047
Paderborn,PA-09,PA-01--PA-08,Gleichgewichtung,0.1250961480603835
Paderborn,PA-09,PA-01--PA-08,1/d^2,0.1306979742922052
Paderborn,PA-09,PA-01--PA-08,Wald + Wind,0.1327724689631475
Paderborn,PA-09,PA-01--PA-08,Vollstaendig,0.1283897193773958
Paderborn,PA-09,PA-01--PA-10,Gleichgewichtung,0.072195376154182
Paderborn,PA-09,PA-01--PA-10,1/d^2,0.0332012767044295
Paderborn,PA-09,PA-01--PA-10,Wald + Wind,0.0402384251200087
Paderborn,PA-09,PA-01--PA-10,Vollstaendig,0.0618595357002814
Paderborn,PA-09,PA-01--PA-11,Gleichgewichtung,0.1206520090800763
Paderborn,PA-09,PA-01--PA-11,1/d^2,0.1258531732347768
Paderborn,PA-09,PA-01--PA-11,Wald + Wind,0.1247178522619463
Paderborn,PA-09,PA-01--PA-11,Vollstaendig,0.1223220628214189
Paderborn,PA-09,PA-01--PA-12,Gleichgewichtung,0.0541875572945156
Paderborn,PA-09,PA-01--PA-12,1/d^2,-0.0032118407947602
Paderborn,PA-09,PA-01--PA-12,Wald + Wind,0.0231287521649273
Paderborn,PA-09,PA-01--PA-12,Vollstaendig,0.0398973808765449
Paderborn,PA-09,PA-02--PA-03,Gleichgewichtung,0.1937783608036583
Paderborn,PA-09,PA-02--PA-03,1/d^2,0.181619491417259
Paderborn,PA-09,PA-02--PA-03,Wald + Wind,0.1624693958756753
Paderborn,PA-09,PA-02--PA-03,Vollstaendig,0.1847739160660455
Paderborn,PA-09,PA-02--PA-04,Gleichgewichtung,0.2152546707069558
Paderborn,PA-09,PA-02--PA-04,1/d^2,0.2040494155771064
Paderborn,PA-09,PA-02--PA-04,Wald + Wind,0.2005422057223578
Paderborn,PA-09,PA-02--PA-04,Vollstaendig,0.2135235353116767
Paderborn,PA-09,PA-02--PA-05,Gleichgewichtung,0.1977573348898129
Paderborn,PA-09,PA-02--PA-05,1/d^2,0.1716600074753408
Paderborn,PA-09,PA-02--PA-05,Wald + Wind,0.1652761214914032
Paderborn,PA-09,PA-02--PA-05,Vollstaendig,0.18966109818716
Paderborn,PA-09,PA-02--PA-06,Gleichgewichtung,0.1468634006902796
Paderborn,PA-09,PA-02--PA-06,1/d^2,0.0632131746905757
Paderborn,PA-09,PA-02--PA-06,Wald + Wind,0.0617381519688366
Paderborn,PA-09,PA-02--PA-06,Vollstaendig,0.1293662582214113
Paderborn,PA-09,PA-02--PA-07,Gleichgewichtung,0.1748962624718114
Paderborn,PA-09,PA-02--PA-07,1/d^2,0.1260593145241852
Paderborn,PA-09,PA-02--PA-07,Wald + Wind,0.1193323221443995
Paderborn,PA-09,PA-02--PA-07,Vollstaendig,0.1580803194176304
Paderborn,PA-09,PA-02--PA-08,Gleichgewichtung,0.1906249394242287
Paderborn,PA-09,PA-02--PA-08,1/d^2,0.1590654249124261
Paderborn,PA-09,PA-02--PA-08,Wald + Wind,0.1503316250019739
Paderborn,PA-09,PA-02--PA-08,Vollstaendig,0.1779910411357152
Paderborn,PA-09,PA-02--PA-10,Gleichgewichtung,0.141163967654861
Paderborn,PA-09,PA-02--PA-10,1/d^2,0.0402793790479144
Paderborn,PA-09,PA-02--PA-10,Wald + Wind,0.0601197997094215
Paderborn,PA-09,PA-02--PA-10,Vollstaendig,0.1246098354842231
Paderborn,PA-09,PA-02--PA-11,Gleichgewichtung,0.1864632703233843
Paderborn,PA-09,PA-02--PA-11,1/d^2,0.1343446314189488
Paderborn,PA-09,PA-02--PA-11,Wald + Wind,0.1466612344958397
Paderborn,PA-09,PA-02--PA-11,Vollstaendig,0.1752077842144156
Paderborn,PA-09,PA-02--PA-12,Gleichgewichtung,0.1243664001826406
Paderborn,PA-09,PA-02--PA-12,1/d^2,0.0031002195356458
Paderborn,PA-09,PA-02--PA-12,Wald + Wind,0.0604323079300626
Paderborn,PA-09,PA-02--PA-12,Vollstaendig,0.1061562248576641
Paderborn,PA-09,PA-03--PA-04,Gleichgewichtung,0.1647665684446273
Paderborn,PA-09,PA-03--PA-04,1/d^2,0.1686605474767128
Paderborn,PA-09,PA-03--PA-04,Wald + Wind,0.1617749998429462
Paderborn,PA-09,PA-03--PA-04,Vollstaendig,0.1621329190392541
Paderborn,PA-09,PA-03--PA-05,Gleichgewichtung,0.1463547529649438
Paderborn,PA-09,PA-03--PA-05,1/d^2,0.147889611918337
Paderborn,PA-09,PA-03--PA-05,Wald + Wind,0.1469358022014662
Paderborn,PA-09,PA-03--PA-05,Vollstaendig,0.1463400457381899
Paderborn,PA-09,PA-03--PA-06,Gleichgewichtung,0.0927030506254753
Paderborn,PA-09,PA-03--PA-06,1/d^2,0.0572020896325582
Paderborn,PA-09,PA-03--PA-06,Wald + Wind,0.0726548414029972
Paderborn,PA-09,PA-03--PA-06,Vollstaendig,0.0930192090034273
Paderborn,PA-09,PA-03--PA-07,Gleichgewichtung,0.1222732025724341
Paderborn,PA-09,PA-03--PA-07,1/d^2,0.1117173772561887
Paderborn,PA-09,PA-03--PA-07,Wald + Wind,0.1163387270712652
Paderborn,PA-09,PA-03--PA-07,Vollstaendig,0.121036353869265
Paderborn,PA-09,PA-03--PA-08,Gleichgewichtung,0.1388447315866156
Paderborn,PA-09,PA-03--PA-08,1/d^2,0.1375334333821792
Paderborn,PA-09,PA-03--PA-08,Wald + Wind,0.1380942500891573
Paderborn,PA-09,PA-03--PA-08,Vollstaendig,0.1386505595376385
Paderborn,PA-09,PA-03--PA-10,Gleichgewichtung,0.0866854658843918
Paderborn,PA-09,PA-03--PA-10,1/d^2,0.0377970310938542
Paderborn,PA-09,PA-03--PA-10,Wald + Wind,0.0748346383463507
Paderborn,PA-09,PA-03--PA-10,Vollstaendig,0.0881403580847587
Paderborn,PA-09,PA-03--PA-11,Gleichgewichtung,0.1344614083085477
Paderborn,PA-09,PA-03--PA-11,1/d^2,0.1282220987267622
Paderborn,PA-09,PA-03--PA-11,Wald + Wind,0.1336739245170704
Paderborn,PA-09,PA-03--PA-11,Vollstaendig,0.1343434729070532
Paderborn,PA-09,PA-03--PA-12,Gleichgewichtung,0.0689390129485527
Paderborn,PA-09,PA-03--PA-12,1/d^2,0.0018731999389515
Paderborn,PA-09,PA-03--PA-12,Wald + Wind,0.0819562781461367
Paderborn,PA-09,PA-03--PA-12,Vollstaendig,0.0716447245837545
Paderborn,PA-09,PA-04--PA-05,Gleichgewichtung,0.1688624309845126
Paderborn,PA-09,PA-04--PA-05,1/d^2,0.1651115601076254
Paderborn,PA-09,PA-04--PA-05,Wald + Wind,0.1639864187539686
Paderborn,PA-09,PA-04--PA-05,Vollstaendig,0.1667849729197184
Paderborn,PA-09,PA-04--PA-06,Gleichgewichtung,0.1164366766604156
Paderborn,PA-09,PA-04--PA-06,1/d^2,0.072939213128652
Paderborn,PA-09,PA-04--PA-06,Wald + Wind,0.0793446548687137
Paderborn,PA-09,PA-04--PA-06,Vollstaendig,0.1082641884466135
Paderborn,PA-09,PA-04--PA-07,Gleichgewichtung,0.1453232045509005
Paderborn,PA-09,PA-04--PA-07,1/d^2,0.1289435446461388
Paderborn,PA-09,PA-04--PA-07,Wald + Wind,0.1276938857166651
Paderborn,PA-09,PA-04--PA-07,Vollstaendig,0.1377468378327086
Paderborn,PA-09,PA-04--PA-08,Gleichgewichtung,0.1615201698025683
Paderborn,PA-09,PA-04--PA-08,1/d^2,0.155453817818643
Paderborn,PA-09,PA-04--PA-08,Wald + Wind,0.1525282434448284
Paderborn,PA-09,PA-04--PA-08,Vollstaendig,0.1570209904421171
Paderborn,PA-09,PA-04--PA-10,Gleichgewichtung,0.110560645034164
Paderborn,PA-09,PA-04--PA-10,1/d^2,0.0471442016436385
Paderborn,PA-09,PA-04--PA-10,Wald + Wind,0.0839606572962587
Paderborn,PA-09,PA-04--PA-10,Vollstaendig,0.1032028509542239
Paderborn,PA-09,PA-04--PA-11,Gleichgewichtung,0.1572353327229619
Paderborn,PA-09,PA-04--PA-11,1/d^2,0.1349578000817247
Paderborn,PA-09,PA-04--PA-11,Wald + Wind,0.1502244552409314
Paderborn,PA-09,PA-04--PA-11,Vollstaendig,0.1532360974055832
Paderborn,PA-09,PA-04--PA-12,Gleichgewichtung,0.0932365218407845
Paderborn,PA-09,PA-04--PA-12,1/d^2,0.0116509420762681
Paderborn,PA-09,PA-04--PA-12,Wald + Wind,0.0971265128319101
Paderborn,PA-09,PA-04--PA-12,Vollstaendig,0.0851178173906496
Paderborn,PA-09,PA-05--PA-06,Gleichgewichtung,0.0971042982191385
Paderborn,PA-09,PA-05--PA-06,1/d^2,0.07329293900289
Paderborn,PA-09,PA-05--PA-06,Wald + Wind,0.0823475408741298
Paderborn,PA-09,PA-05--PA-06,Vollstaendig,0.0972534459332222
Paderborn,PA-09,PA-05--PA-07,Gleichgewichtung,0.1265464835984024
Paderborn,PA-09,PA-05--PA-07,1/d^2,0.121873691220816
Paderborn,PA-09,PA-05--PA-07,Wald + Wind,0.1226044173198474
Paderborn,PA-09,PA-05--PA-07,Vollstaendig,0.1249670396190817
Paderborn,PA-09,PA-05--PA-08,Gleichgewichtung,0.1430479287287256
Paderborn,PA-09,PA-05--PA-08,1/d^2,0.1428149338311617
Paderborn,PA-09,PA-05--PA-08,Wald + Wind,0.1423772830673921
Paderborn,PA-09,PA-05--PA-08,Vollstaendig,0.1425833430842727
Paderborn,PA-09,PA-05--PA-10,Gleichgewichtung,0.0911132194814153
Paderborn,PA-09,PA-05--PA-10,1/d^2,0.0487903264567668
Paderborn,PA-09,PA-05--PA-10,Wald + Wind,0.0868514092188505
Paderborn,PA-09,PA-05--PA-10,Vollstaendig,0.0924593556961403
Paderborn,PA-09,PA-05--PA-11,Gleichgewichtung,0.1386830309404909
Paderborn,PA-09,PA-05--PA-11,1/d^2,0.13126844133368
Paderborn,PA-09,PA-05--PA-11,Wald + Wind,0.1391330497271424
Paderborn,PA-09,PA-05--PA-11,Vollstaendig,0.1384594355073227
Paderborn,PA-09,PA-05--PA-12,Gleichgewichtung,0.0734458664579307
Paderborn,PA-09,PA-05--PA-12,1/d^2,0.0149830431153398
Paderborn,PA-09,PA-05--PA-12,Wald + Wind,0.0975283965326117
Paderborn,PA-09,PA-05--PA-12,Vollstaendig,0.0760185354419423
Paderborn,PA-09,PA-06--PA-07,Gleichgewichtung,0.0717915148226353
Paderborn,PA-09,PA-06--PA-07,1/d^2,0.0638548088727992
Paderborn,PA-09,PA-06--PA-07,Wald + Wind,0.0684277835040247
Paderborn,PA-09,PA-06--PA-07,Vollstaendig,0.0738651037169731
Paderborn,PA-09,PA-06--PA-08,Gleichgewichtung,0.0892136456603582
Paderborn,PA-09,PA-06--PA-08,1/d^2,0.0699256212766066
Paderborn,PA-09,PA-06--PA-08,Wald + Wind,0.0805530987420706
Paderborn,PA-09,PA-06--PA-08,Vollstaendig,0.092269401968633
Paderborn,PA-09,PA-06--PA-10,Gleichgewichtung,0.0343261886086361
Paderborn,PA-09,PA-06--PA-10,1/d^2,0.0320997003063856
Paderborn,PA-09,PA-06--PA-10,Wald + Wind,0.035605032143679
Paderborn,PA-09,PA-06--PA-10,Vollstaendig,0.0344488595038229
Paderborn,PA-09,PA-06--PA-11,Gleichgewichtung,0.0846067697319565
Paderborn,PA-09,PA-06--PA-11,1/d^2,0.0957436966351393
Paderborn,PA-09,PA-06--PA-11,Wald + Wind,0.0715529787307471
Paderborn,PA-09,PA-06--PA-11,Vollstaendig,0.0855298577703912
Paderborn,PA-09,PA-06--PA-12,Gleichgewichtung,0.015616809796337
Paderborn,PA-09,PA-06--PA-12,1/d^2,0.0053654064486074
Paderborn,PA-09,PA-06--PA-12,Wald + Wind,0.0289270915153991
Paderborn,PA-09,PA-06--PA-12,Vollstaendig,0.0163631031891908
Paderborn,PA-09,PA-07--PA-08,Gleichgewichtung,0.1188856416185627
Paderborn,PA-09,PA-07--PA-08,1/d^2,0.1161655322578694
Paderborn,PA-09,PA-07--PA-08,Wald + Wind,0.1176464191873121
Paderborn,PA-09,PA-07--PA-08,Vollstaendig,0.1188325863439604
Paderborn,PA-09,PA-07--PA-10,Gleichgewichtung,0.0656463766946769
Paderborn,PA-09,PA-07--PA-10,1/d^2,0.0448091293032739
Paderborn,PA-09,PA-07--PA-10,Wald + Wind,0.0691067251246234
Paderborn,PA-09,PA-07--PA-10,Vollstaendig,0.0688567165748082
Paderborn,PA-09,PA-07--PA-11,Gleichgewichtung,0.1144137544037413
Paderborn,PA-09,PA-07--PA-11,1/d^2,0.1204003162822487
Paderborn,PA-09,PA-07--PA-11,Wald + Wind,0.1119552586780034
Paderborn,PA-09,PA-07--PA-11,Vollstaendig,0.1138411214770297
Paderborn,PA-09,PA-07--PA-12,Gleichgewichtung,0.0475191587264131
Paderborn,PA-09,PA-07--PA-12,1/d^2,0.0134767199390067
Paderborn,PA-09,PA-07--PA-12,Wald + Wind,0.0720864241748701
Paderborn,PA-09,PA-07--PA-12,Vollstaendig,0.0529318287628189
Paderborn,PA-09,PA-08--PA-10,Gleichgewichtung,0.0831749628136083
Paderborn,PA-09,PA-08--PA-10,1/d^2,0.0470792868557154
Paderborn,PA-09,PA-08--PA-10,Wald + Wind,0.0842468882054855
Paderborn,PA-09,PA-08--PA-10,Vollstaendig,0.0876658056078611
Paderborn,PA-09,PA-08--PA-11,Gleichgewichtung,0.1311149537910967
Paderborn,PA-09,PA-08--PA-11,1/d^2,0.1284643493974561
Paderborn,PA-09,PA-08--PA-11,Wald + Wind,0.1316730888943042
Paderborn,PA-09,PA-08--PA-11,Vollstaendig,0.1313051706467163
Paderborn,PA-09,PA-08--PA-12,Gleichgewichtung,0.0653655423846517
Paderborn,PA-09,PA-08--PA-12,1/d^2,0.013703767317506
Paderborn,PA-09,PA-08--PA-12,Wald + Wind,0.0928232958977419
Paderborn,PA-09,PA-08--PA-12,Vollstaendig,0.0721611473627856
Paderborn,PA-09,PA-10--PA-11,Gleichgewichtung,0.0785401184925692
Paderborn,PA-09,PA-10--PA-11,1/d^2,0.0736883791370287
Paderborn,PA-09,PA-10--PA-11,Wald + Wind,0.0732485049602879
Paderborn,PA-09,PA-10--PA-11,Vollstaendig,0.0805487394939042
Paderborn,PA-09,PA-10--PA-12,Gleichgewichtung,0.009115433729074
Paderborn,PA-09,PA-10--PA-12,1/d^2,0.007955737544015
Paderborn,PA-09,PA-10--PA-12,Wald + Wind,0.0160472816517831
Paderborn,PA-09,PA-10--PA-12,Vollstaendig,0.0093083431333732
Paderborn,PA-09,PA-11--PA-12,Gleichgewichtung,0.0606472179746023
Paderborn,PA-09,PA-11--PA-12,1/d^2,0.0497912832255573
Paderborn,PA-09,PA-11--PA-12,Wald + Wind,0.078882267374135
Paderborn,PA-09,PA-11--PA-12,Vollstaendig,0.0641154825517684
Paderborn,PA-10,PA-01--PA-02,Gleichgewichtung,0.1528237647209559
Paderborn,PA-10,PA-01--PA-02,1/d^2,0.1498313997943614
Paderborn,PA-10,PA-01--PA-02,Wald + Wind,0.1539769647735513
Paderborn,PA-10,PA-01--PA-02,Vollstaendig,0.1485449472603413
Paderborn,PA-10,PA-01--PA-03,Gleichgewichtung,0.1005170672963325
Paderborn,PA-10,PA-01--PA-03,1/d^2,0.1043740864463543
Paderborn,PA-10,PA-01--PA-03,Wald + Wind,0.107007834120555
Paderborn,PA-10,PA-01--PA-03,Vollstaendig,0.1023488515454845
Paderborn,PA-10,PA-01--PA-04,Gleichgewichtung,0.1234264571132361
Paderborn,PA-10,PA-01--PA-04,1/d^2,0.1387060013655703
Paderborn,PA-10,PA-01--PA-04,Wald + Wind,0.1403899168472005
Paderborn,PA-10,PA-01--PA-04,Vollstaendig,0.128298148265298
Paderborn,PA-10,PA-01--PA-05,Gleichgewichtung,0.1047640361574281
Paderborn,PA-10,PA-01--PA-05,1/d^2,0.1168539445707554
Paderborn,PA-10,PA-01--PA-05,Wald + Wind,0.1147925163904709
Paderborn,PA-10,PA-01--PA-05,Vollstaendig,0.1071685950124385
Paderborn,PA-10,PA-01--PA-06,Gleichgewichtung,0.0503548197592035
Paderborn,PA-10,PA-01--PA-06,1/d^2,0.0170735768412838
Paderborn,PA-10,PA-01--PA-06,Wald + Wind,0.0220105761435844
Paderborn,PA-10,PA-01--PA-06,Vollstaendig,0.0422088619345954
Paderborn,PA-10,PA-01--PA-07,Gleichgewichtung,0.0803475687534461
Paderborn,PA-10,PA-01--PA-07,1/d^2,0.0750201297987389
Paderborn,PA-10,PA-01--PA-07,Wald + Wind,0.0765702861343527
Paderborn,PA-10,PA-01--PA-07,Vollstaendig,0.0791583902626121
Paderborn,PA-10,PA-01--PA-08,Gleichgewichtung,0.0971504443520022
Paderborn,PA-10,PA-01--PA-08,1/d^2,0.1050747041832302
Paderborn,PA-10,PA-01--PA-08,Wald + Wind,0.1045876481096728
Paderborn,PA-10,PA-01--PA-08,Vollstaendig,0.0992243778216658
Paderborn,PA-10,PA-01--PA-09,Gleichgewichtung,0.0309790295713627
Paderborn,PA-10,PA-01--PA-09,1/d^2,-0.0187225662025076
Paderborn,PA-10,PA-01--PA-09,Wald + Wind,-0.0098561423408056
Paderborn,PA-10,PA-01--PA-09,Vollstaendig,0.0212639844867905
Paderborn,PA-10,PA-01--PA-11,Gleichgewichtung,0.0927063053716951
Paderborn,PA-10,PA-01--PA-11,1/d^2,0.098277968269828
Paderborn,PA-10,PA-01--PA-11,Wald + Wind,0.0968520746020726
Paderborn,PA-10,PA-01--PA-11,Vollstaendig,0.0934990245129711
Paderborn,PA-10,PA-01--PA-12,Gleichgewichtung,0.0262418535861343
Paderborn,PA-10,PA-01--PA-12,1/d^2,-0.0305522524100792
Paderborn,PA-10,PA-01--PA-12,Wald + Wind,-0.0063102349552327
Paderborn,PA-10,PA-01--PA-12,Vollstaendig,0.0214302381444557
Paderborn,PA-10,PA-02--PA-03,Gleichgewichtung,0.165832657095277
Paderborn,PA-10,PA-02--PA-03,1/d^2,0.1494754023554967
Paderborn,PA-10,PA-02--PA-03,Wald + Wind,0.1425314348327998
Paderborn,PA-10,PA-02--PA-03,Vollstaendig,0.1558331956117326
Paderborn,PA-10,PA-02--PA-04,Gleichgewichtung,0.1873089669985745
Paderborn,PA-10,PA-02--PA-04,1/d^2,0.174250714395191
Paderborn,PA-10,PA-02--PA-04,Wald + Wind,0.1743688629366222
Paderborn,PA-10,PA-02--PA-04,Vollstaendig,0.1816955537037388
Paderborn,PA-10,PA-02--PA-05,Gleichgewichtung,0.1698116311814317
Paderborn,PA-10,PA-02--PA-05,1/d^2,0.1369315308833803
Paderborn,PA-10,PA-02--PA-05,Wald + Wind,0.1441965529010188
Paderborn,PA-10,PA-02--PA-05,Vollstaendig,0.1605979945697871
Paderborn,PA-10,PA-02--PA-06,Gleichgewichtung,0.1189176969818985
Paderborn,PA-10,PA-02--PA-06,1/d^2,0.0243210279690107
Paderborn,PA-10,PA-02--PA-06,Wald + Wind,0.0404732767865242
Paderborn,PA-10,PA-02--PA-06,Vollstaendig,0.0900756557630049
Paderborn,PA-10,PA-02--PA-07,Gleichgewichtung,0.1469505587634304
Paderborn,PA-10,PA-02--PA-07,1/d^2,0.0848048033644856
Paderborn,PA-10,PA-02--PA-07,Wald + Wind,0.1047852939695871
Paderborn,PA-10,PA-02--PA-07,Vollstaendig,0.1290526533281638
Paderborn,PA-10,PA-02--PA-08,Gleichgewichtung,0.1626792357158475
Paderborn,PA-10,PA-02--PA-08,1/d^2,0.120021459534897
Paderborn,PA-10,PA-02--PA-08,Wald + Wind,0.1242033883875591
Paderborn,PA-10,PA-02--PA-08,Vollstaendig,0.1485600250415899
Paderborn,PA-10,PA-02--PA-09,Gleichgewichtung,0.1008375281600935
Paderborn,PA-10,PA-02--PA-09,1/d^2,-0.0088855573858092
Paderborn,PA-10,PA-02--PA-09,Wald + Wind,0.0137887801356312
Paderborn,PA-10,PA-02--PA-09,Vollstaendig,0.0722805717098547
Paderborn,PA-10,PA-02--PA-11,Gleichgewichtung,0.1585175666150031
Paderborn,PA-10,PA-02--PA-11,1/d^2,0.1031670219751158
Paderborn,PA-10,PA-02--PA-11,Wald + Wind,0.1185443505083546
Paderborn,PA-10,PA-02--PA-11,Vollstaendig,0.1470973837422415
Paderborn,PA-10,PA-02--PA-12,Gleichgewichtung,0.0964206964742593
Paderborn,PA-10,PA-02--PA-12,1/d^2,-0.0232504907986326
Paderborn,PA-10,PA-02--PA-12,Wald + Wind,0.0312958383937379
Paderborn,PA-10,PA-02--PA-12,Vollstaendig,0.0782629971178534
Paderborn,PA-10,PA-03--PA-04,Gleichgewichtung,0.1368208647362462
Paderborn,PA-10,PA-03--PA-04,1/d^2,0.1405193738082784
Paderborn,PA-10,PA-03--PA-04,Wald + Wind,0.136863841213475
Paderborn,PA-10,PA-03--PA-04,Vollstaendig,0.1368724135153206
Paderborn,PA-10,PA-03--PA-05,Gleichgewichtung,0.1184090492565627
Paderborn,PA-10,PA-03--PA-05,1/d^2,0.1204522780358344
Paderborn,PA-10,PA-03--PA-05,Wald + Wind,0.1189131452723888
Paderborn,PA-10,PA-03--PA-05,Vollstaendig,0.1184134490521956
Paderborn,PA-10,PA-03--PA-06,Gleichgewichtung,0.0647573469170941
Paderborn,PA-10,PA-03--PA-06,1/d^2,0.0230134721311513
Paderborn,PA-10,PA-03--PA-06,Wald + Wind,0.0420496426276597
Paderborn,PA-10,PA-03--PA-06,Vollstaendig,0.0602152782049921
Paderborn,PA-10,PA-03--PA-07,Gleichgewichtung,0.0943274988640529
Paderborn,PA-10,PA-03--PA-07,1/d^2,0.0793827165547039
Paderborn,PA-10,PA-03--PA-07,Wald + Wind,0.0907692534810703
Paderborn,PA-10,PA-03--PA-07,Vollstaendig,0.0931753937268771
Paderborn,PA-10,PA-03--PA-08,Gleichgewichtung,0.1108990278782347
Paderborn,PA-10,PA-03--PA-08,1/d^2,0.1088701176394405
Paderborn,PA-10,PA-03--PA-08,Wald + Wind,0.1096905666853135
Paderborn,PA-10,PA-03--PA-08,Vollstaendig,0.1106756578350691
Paderborn,PA-10,PA-03--PA-09,Gleichgewichtung,0.0456612795253758
Paderborn,PA-10,PA-03--PA-09,1/d^2,-0.008562727206208
Paderborn,PA-10,PA-03--PA-09,Wald + Wind,0.0212941447578759
Paderborn,PA-10,PA-03--PA-09,Vollstaendig,0.0430396443856325
Paderborn,PA-10,PA-03--PA-11,Gleichgewichtung,0.1065157046001664
Paderborn,PA-10,PA-03--PA-11,1/d^2,0.0998082995117477
Paderborn,PA-10,PA-03--PA-11,Wald + Wind,0.1040767572245533
Paderborn,PA-10,PA-03--PA-11,Vollstaendig,0.1065322945400021
Paderborn,PA-10,PA-03--PA-12,Gleichgewichtung,0.0409933092401715
Paderborn,PA-10,PA-03--PA-12,1/d^2,-0.0223260624393101
Paderborn,PA-10,PA-03--PA-12,Wald + Wind,0.0367104226683631
Paderborn,PA-10,PA-03--PA-12,Vollstaendig,0.0452651019417941
Paderborn,PA-10,PA-04--PA-05,Gleichgewichtung,0.1409167272761313
Paderborn,PA-10,PA-04--PA-05,1/d^2,0.134500830425867
Paderborn,PA-10,PA-04--PA-05,Wald + Wind,0.1387574600509822
Paderborn,PA-10,PA-04--PA-05,Vollstaendig,0.1409395159375106
Paderborn,PA-10,PA-04--PA-06,Gleichgewichtung,0.0884909729520342
Paderborn,PA-10,PA-04--PA-06,1/d^2,0.0330305060273115
Paderborn,PA-10,PA-04--PA-06,Wald + Wind,0.0557637804245308
Paderborn,PA-10,PA-04--PA-06,Vollstaendig,0.0821160529678105
Paderborn,PA-10,PA-04--PA-07,Gleichgewichtung,0.1173775008425193
Paderborn,PA-10,PA-04--PA-07,1/d^2,0.089314198771382
Paderborn,PA-10,PA-04--PA-07,Wald + Wind,0.1099295457463506
Paderborn,PA-10,PA-04--PA-07,Vollstaendig,0.1150412230078367
Paderborn,PA-10,PA-04--PA-08,Gleichgewichtung,0.1335744660941873
Paderborn,PA-10,PA-04--PA-08,1/d^2,0.1208271460883669
Paderborn,PA-10,PA-04--PA-08,Wald + Wind,0.1242527885483266
Paderborn,PA-10,PA-04--PA-08,Vollstaendig,0.1319082643281123
Paderborn,PA-10,PA-04--PA-09,Gleichgewichtung,0.0698469900628466
Paderborn,PA-10,PA-04--PA-09,1/d^2,0.0064609964684053
Paderborn,PA-10,PA-04--PA-09,Wald + Wind,0.0378971892194851
